priority_rank,intervention_tier,id_rumah_sakit,nama_rumah_sakit,provinsi,kelas_rumah_sakit,kepemilikan,intervention_priority_score,double_inefficiency,root_cause_primary,root_cause_secondary,root_cause_multilabel,root_cause_strength,root_cause_confidence_gap,skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,digital_conversion_gap,recommended_intervention
59,Tier 3 — Monitoring,RS0250,RS Cahaya Medika 5,Maluku Utara,D,Swasta,0.6594594594594596,False,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT; Kesenjangan Adopsi,0.9527027027027027,0.18243243243243246,36.5,84.8,-6.351523745313585,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
60,Tier 3 — Monitoring,RS0150,RS Harapan Bangsa 10,Kalimantan Selatan,B,Swasta,0.658818493150685,False,Kesenjangan Integrasi,Gap Konversi Investasi — indikator relatif,Kesenjangan Integrasi; Gap Konversi Investasi — indikator relatif; Kesenjangan Kapabilitas IT,1.0,0.0821917808219178,52.4,49.3,-18.930018131692016,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
61,Tier 3 — Monitoring,RS0144,RS Sentosa Medika 4,Kalimantan Selatan,D,Swasta,0.6538851351351351,False,Gap Konversi Investasi — indikator relatif,Kesenjangan Kapabilitas IT,Gap Konversi Investasi — indikator relatif; Kesenjangan Kapabilitas IT; Kesenjangan Adopsi,0.8108108108108107,0.03378378378378377,43.0,23.5,-16.74607695273278,"Audit portofolio proyek, utilisasi sistem, dan realisasi manfaat investasi."
62,Tier 3 — Monitoring,RS0121,RSUD Bhakti Husada 1,Aceh,B,Pemerintah Daerah,0.6519691780821918,False,Kesenjangan Infrastruktur,Gap Konversi Investasi — indikator relatif,Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi,0.821917808219178,0.06849315068493145,59.4,78.3,-7.02984428327526,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
63,Tier 3 — Monitoring,RS0172,RSUD Sejahtera 2,Sulawesi Utara,C,Pemerintah Daerah,0.6475663716814158,False,Kesenjangan Infrastruktur,Kesenjangan Adopsi,Kesenjangan Infrastruktur; Kesenjangan Adopsi,0.8053097345132744,0.1504424778761062,43.8,77.3,-2.6611080609391493,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
64,Tier 3 — Monitoring,RS0166,RS Permata Bunda 6,Kalimantan Utara,C,Swasta,0.6345685840707964,False,Kesenjangan Integrasi,Gap Konversi Investasi — indikator relatif,Kesenjangan Integrasi; Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi; Kesenjangan Infrastruktur,1.0,0.18584070796460184,49.1,48.7,-9.712286546732138,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
65,Tier 3 — Monitoring,RS0162,RSUD Bhakti Husada 2,Kalimantan Utara,D,Pemerintah Daerah,0.6272804054054054,False,Tidak ada bottleneck dominan,,Gap Konversi Investasi — indikator relatif,0.7162162162162162,0.14864864864864868,32.5,52.5,-10.174473354036742,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
66,Tier 3 — Monitoring,RS0126,RS Permata Bunda 6,Aceh,D,Swasta,0.6272804054054053,False,Tekanan Kapasitas,Kesenjangan Infrastruktur,Tekanan Kapasitas; Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif,0.9391891891891893,0.1283783783783785,43.5,41.9,-9.182491343053776,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
67,Tier 3 — Monitoring,RS0190,RSUD Husada Mulia 2,Sulawesi Selatan,B,Pemerintah Daerah,0.6235445205479452,False,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi; Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur,0.8356164383561644,0.1095890410958904,52.8,50.7,-0.42085295473790296,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
68,Tier 3 — Monitoring,RS0219,RS Harapan Bangsa 7,Sulawesi Barat,D,Swasta,0.6224662162162162,False,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif,0.9189189189189189,0.027027027027026973,27.6,34.2,-21.5254302542687,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
69,Tier 3 — Monitoring,RS0170,RS Cahaya Medika 10,Kalimantan Utara,D,TNI/POLRI,0.6201013513513514,False,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT; Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif,0.7972972972972973,0.0,37.6,52.6,-11.216528120096882,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
70,Tier 3 — Monitoring,RS0178,RSUD Bhakti Husada 8,Sulawesi Utara,C,Pemerintah Daerah,0.6190818584070796,False,Kesenjangan Adopsi,Kesenjangan Infrastruktur,Kesenjangan Adopsi; Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif,0.8495575221238938,0.026548672566371723,41.7,59.0,-9.26240565683964,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
71,Tier 3 — Monitoring,RS0208,RS Karya Insani 5,Gorontalo,B,Swasta,0.6142123287671233,False,Kesenjangan Infrastruktur,Tekanan Kapasitas,Kesenjangan Infrastruktur; Tekanan Kapasitas,0.9589041095890412,0.24657534246575352,47.0,90.4,9.420308574494932,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
72,Tier 3 — Monitoring,RS0063,RSUD Sentosa Medika 4,Sumatera Barat,D,Pemerintah Daerah,0.613597972972973,False,Tekanan Kapasitas,Kesenjangan Kapabilitas IT,Tekanan Kapasitas; Kesenjangan Kapabilitas IT; Kesenjangan Adopsi; Kesenjangan Infrastruktur,0.8986486486486487,0.07432432432432434,45.3,5.0,-2.0152576007626877,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
73,Tier 3 — Monitoring,RS0234,RS Sentosa Medika 5,Nusa Tenggara Timur,D,Pemerintah Pusat,0.6127533783783784,False,Kesenjangan Infrastruktur,Kesenjangan Adopsi,Kesenjangan Infrastruktur; Kesenjangan Adopsi,0.9797297297297297,0.25,35.1,82.1,-5.375699605731974,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
74,Tier 3 — Monitoring,RS0187,RS Bunda Kasih 9,Sulawesi Tengah,B,TNI/POLRI,0.6105308219178082,False,Kesenjangan Integrasi,Gap Konversi Investasi — indikator relatif,Kesenjangan Integrasi; Gap Konversi Investasi — indikator relatif; Kesenjangan Infrastruktur,1.0,0.1643835616438356,51.4,37.2,-12.319350088527536,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
75,Tier 3 — Monitoring,RS0203,RS Sentosa Medika 8,Sulawesi Tenggara,B,TNI/POLRI,0.6082191780821918,False,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur; Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif,0.9794520547945206,0.17123287671232879,57.5,72.7,-7.704636503302268,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
76,Tier 3 — Monitoring,RS0129,RS Citra Medika 3,Kalimantan Barat,B,Swasta,0.6077054794520549,False,Kesenjangan Infrastruktur,,Kesenjangan Infrastruktur,0.7945205479452055,0.1643835616438356,53.9,55.8,-2.287501626097175,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
77,Tier 3 — Monitoring,RS0151,RSUD Harapan Bangsa 1,Kalimantan Timur,B,Pemerintah Daerah,0.6052226027397261,False,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif; Kesenjangan Infrastruktur; Kesenjangan Kapabilitas IT,0.7945205479452055,0.06849315068493156,58.0,52.1,-6.147479022430957,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
78,Tier 3 — Monitoring,RS0163,RSUD Harapan Bangsa 3,Kalimantan Utara,C,Pemerintah Daerah,0.6005530973451327,False,Tidak ada bottleneck dominan,Gap Konversi Investasi — indikator relatif,Kesenjangan Kapabilitas IT; Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi,0.7079646017699115,0.0,42.2,56.7,-7.502107955503405,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
79,Tier 3 — Monitoring,RS0054,RS Bhakti Husada 4,Sumatera Utara,D,BUMN,0.5994932432432433,False,Tidak ada bottleneck dominan,,Kesenjangan Kapabilitas IT,0.7162162162162162,0.08108108108108114,42.8,42.8,-1.3733130242635951,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
80,Tier 3 — Monitoring,RS0199,RSUD Sentosa Medika 4,Sulawesi Tenggara,B,Pemerintah Daerah,0.5982020547945206,False,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif,0.8493150684931507,0.1095890410958904,53.8,53.3,-6.764151572404195,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
81,Tier 3 — Monitoring,RS0080,RS Graha Sehat 7,Kepulauan Riau,C,Swasta,0.5929203539823009,False,Tidak ada bottleneck dominan,,Tekanan Kapasitas,0.7389380530973452,0.13716814159292035,56.6,47.8,-3.049813449225617,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
82,Tier 3 — Monitoring,RS0147,RSUD Bunda Kasih 7,Kalimantan Selatan,D,Pemerintah Daerah,0.5829391891891892,False,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.7567567567567568,0.1351351351351351,54.3,55.7,-11.50815413702368,"Audit portofolio proyek, utilisasi sistem, dan realisasi manfaat investasi."
83,Tier 3 — Monitoring,RS0256,RS Graha Sehat 5,Papua,B,Swasta,0.5779109589041096,False,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.7945205479452055,0.29452054794520555,58.6,31.3,-8.201089962544494,"Audit portofolio proyek, utilisasi sistem, dan realisasi manfaat investasi."
84,Tier 3 — Monitoring,RS0233,RSUD Sejahtera 4,Nusa Tenggara Timur,B,Pemerintah Daerah,0.5769691780821917,False,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.9589041095890412,0.6164383561643836,54.1,56.9,-22.849117008095895,"Audit portofolio proyek, utilisasi sistem, dan realisasi manfaat investasi."
85,Tier 3 — Monitoring,RS0159,RSUD Karya Insani 9,Kalimantan Timur,C,Pemerintah Daerah,0.5761615044247786,False,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi; Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur; Tekanan Kapasitas,0.8407079646017699,0.10619469026548667,49.1,46.6,-1.384677457809083,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
86,Tier 3 — Monitoring,RS0236,RSUD Harapan Bangsa 7,Nusa Tenggara Timur,B,Pemerintah Daerah,0.5737157534246575,False,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT; Kesenjangan Adopsi,0.9589041095890412,0.06849315068493156,46.3,62.1,0.1663067460661054,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
87,Tier 3 — Monitoring,RS0097,RS Bhakti Husada 9,Sumatera Selatan,C,Swasta,0.5685840707964602,False,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi; Kesenjangan Kapabilitas IT; Gap Konversi Investasi — indikator relatif,0.8672566371681416,0.02212389380530977,52.6,46.4,-9.222979061616385,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
88,Tier 3 — Monitoring,RS0122,RS Harapan Bangsa 2,Aceh,C,BUMN,0.5664823008849558,False,Kesenjangan Infrastruktur,,Kesenjangan Infrastruktur,0.9734513274336283,0.36283185840707954,43.5,72.8,-2.2421061441554215,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
89,Tier 3 — Monitoring,RS0239,RS Bhakti Husada 1,Maluku,C,Pemerintah Pusat,0.5644358407079646,False,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.8672566371681416,0.23893805309734517,51.0,18.8,-11.518915488433194,"Audit portofolio proyek, utilisasi sistem, dan realisasi manfaat investasi."
90,Tier 3 — Monitoring,RS0272,RSUD Graha Sehat 5,Papua Tengah,B,Pemerintah Daerah,0.5627568493150685,False,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur,0.7945205479452055,0.04109589041095896,46.9,,0.24746141004820998,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
91,Tier 3 — Monitoring,RS0024,RS Husada Mulia 2,DI Yogyakarta,C,Swasta,0.5615597345132743,False,Tidak ada bottleneck dominan,Gap Konversi Investasi — indikator relatif,Tekanan Kapasitas; Gap Konversi Investasi — indikator relatif,0.747787610619469,0.09292035398230081,66.6,63.4,-5.352927443365587,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
92,Tier 3 — Monitoring,RS0254,RS Bhakti Husada 3,Papua,C,Swasta,0.5599004424778761,False,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.7610619469026548,0.1504424778761061,46.4,37.9,-8.871987153668783,"Audit portofolio proyek, utilisasi sistem, dan realisasi manfaat investasi."
93,Tier 3 — Monitoring,RS0155,RSUD Cahaya Medika 5,Kalimantan Timur,D,Pemerintah Daerah,0.5592905405405405,False,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.8783783783783784,0.4054054054054054,43.1,29.4,-20.938332412933086,"Audit portofolio proyek, utilisasi sistem, dan realisasi manfaat investasi."
94,Tier 3 — Monitoring,RS0175,RSUD Karya Insani 5,Sulawesi Utara,C,Pemerintah Daerah,0.5574115044247788,False,Tidak ada bottleneck dominan,,Kesenjangan Adopsi,0.7079646017699115,0.08849557522123885,52.4,45.4,-4.486268914162615,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
95,Tier 3 — Monitoring,RS0076,RSUD Medika Utama 3,Kepulauan Riau,C,Pemerintah Daerah,0.5571902654867257,False,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT; Kesenjangan Adopsi; Kesenjangan Infrastruktur,0.9292035398230089,0.1415929203539823,48.2,22.9,-2.248890227270742,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
96,Tier 3 — Monitoring,RS0098,RSUD Karya Insani 10,Sumatera Selatan,D,Pemerintah Daerah,0.5565033783783784,False,Kesenjangan Infrastruktur,,Kesenjangan Infrastruktur,0.9797297297297297,0.5337837837837838,40.5,53.1,-0.3012433247766211,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
97,Tier 3 — Monitoring,RS0227,RSUD Husada Mulia 6,Nusa Tenggara Barat,B,Pemerintah Daerah,0.5564212328767123,False,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.7808219178082192,0.4246575342465754,57.1,23.1,-7.722420012014119,"Audit portofolio proyek, utilisasi sistem, dan realisasi manfaat investasi."
98,Tier 3 — Monitoring,RS0245,RS Sejahtera 7,Maluku,B,Swasta,0.5561643835616438,False,Kesenjangan Adopsi,Tekanan Kapasitas,Kesenjangan Adopsi; Tekanan Kapasitas; Kesenjangan Kapabilitas IT; Gap Konversi Investasi — indikator relatif,0.9452054794520548,0.027397260273972712,60.2,22.9,-4.204277460658545,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
99,Tier 3 — Monitoring,RS0195,RS Bhakti Husada 7,Sulawesi Selatan,C,Swasta,0.5555862831858407,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.584070796460177,0.053097345132743445,50.3,43.9,-1.9352468234752678,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
100,Tier 3 — Monitoring,RS0120,RS Bhakti Husada 7,Bangka Belitung,D,TNI/POLRI,0.5549831081081081,False,Kesenjangan Integrasi,Gap Konversi Investasi — indikator relatif,Kesenjangan Integrasi; Gap Konversi Investasi — indikator relatif,1.0,0.21621621621621623,46.6,48.6,-15.88677348445087,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
101,Tier 3 — Monitoring,RS0194,RSUD Medika Utama 6,Sulawesi Selatan,D,Pemerintah Daerah,0.553293918918919,False,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.8378378378378378,0.31081081081081086,46.3,42.4,-19.321740657986183,"Audit portofolio proyek, utilisasi sistem, dan realisasi manfaat investasi."
102,Tier 3 — Monitoring,RS0127,RS Sejahtera 1,Kalimantan Barat,C,Swasta,0.5528761061946903,False,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.8053097345132744,0.17699115044247793,49.8,70.4,-4.750042935686338,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
103,Tier 3 — Monitoring,RS0258,RSUD Cahaya Medika 7,Papua,D,Pemerintah Daerah,0.5496621621621621,False,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.7567567567567568,0.16216216216216228,46.7,63.8,-4.115150732165425,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
104,Tier 3 — Monitoring,RS0274,RS Sejahtera 2,Maluku,B,Swasta,0.545291095890411,False,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT; Kesenjangan Adopsi,0.8287671232876712,0.06849315068493145,70.2,78.2,-0.8705034602107986,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
105,Tier 3 — Monitoring,RS0055,RSUD Medika Utama 5,Sumatera Utara,C,Pemerintah Daerah,0.5382190265486726,False,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif,0.8230088495575221,0.1327433628318584,54.8,44.1,-6.997059642264084,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
106,Tier 3 — Monitoring,RS0082,RS Permata Bunda 9,Kepulauan Riau,C,Swasta,0.5358407079646017,False,Kesenjangan Integrasi,Kesenjangan Adopsi,Kesenjangan Integrasi; Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif,1.0,0.19469026548672563,56.3,22.7,-6.6532017774064585,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
107,Tier 3 — Monitoring,RS0069,RS Husada Mulia 4,Riau,D,Swasta,0.5353885135135136,False,Kesenjangan Integrasi,Tekanan Kapasitas,Kesenjangan Integrasi; Tekanan Kapasitas,1.0,0.32432432432432434,61.9,58.2,-0.8161767989134248,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
108,Tier 3 — Monitoring,RS0138,RS Harapan Bangsa 6,Kalimantan Tengah,C,BUMN,0.533075221238938,False,Gap Konversi Investasi — indikator relatif,Kesenjangan Kapabilitas IT,Gap Konversi Investasi — indikator relatif; Kesenjangan Kapabilitas IT,0.8053097345132744,0.008849557522123908,56.6,15.8,-9.622033697637043,"Audit portofolio proyek, utilisasi sistem, dan realisasi manfaat investasi."
109,Tier 3 — Monitoring,RS0116,RS Permata Bunda 3,Bangka Belitung,C,Swasta,0.5310840707964601,False,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.8230088495575221,0.3539823008849557,44.1,5.0,-9.800805627091364,"Audit portofolio proyek, utilisasi sistem, dan realisasi manfaat investasi."
110,Tier 3 — Monitoring,RS0242,RS Cahaya Medika 4,Maluku,D,Pemerintah Pusat,0.5306587837837838,False,Kesenjangan Integrasi,Gap Konversi Investasi — indikator relatif,Kesenjangan Integrasi; Gap Konversi Investasi — indikator relatif,1.0,0.29729729729729737,49.8,18.8,-9.656564084946176,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
111,Tier 3 — Monitoring,RS0226,RS Harapan Bangsa 5,Nusa Tenggara Barat,C,BUMN,0.5302544247787611,False,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif,0.8761061946902655,0.03539823008849563,43.2,31.0,-6.203653821423629,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
112,Tier 3 — Monitoring,RS0238,RSUD Husada Mulia 9,Nusa Tenggara Timur,B,Pemerintah Daerah,0.5264554794520548,False,Tidak ada bottleneck dominan,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif; Kesenjangan Infrastruktur,0.7123287671232876,0.013698630136986245,62.5,43.6,-5.888971682784856,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
113,Tier 3 — Monitoring,RS0130,RS Sejahtera 4,Kalimantan Barat,B,Swasta,0.5258561643835616,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5616438356164384,0.06849315068493156,63.3,70.8,-0.6784686303406886,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
114,Tier 3 — Monitoring,RS0225,RS Harapan Bangsa 4,Nusa Tenggara Barat,D,Swasta,0.5258445945945945,False,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur; Kesenjangan Adopsi,0.8783783783783784,0.027027027027027084,35.4,43.2,-2.9139721769444122,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
115,Tier 3 — Monitoring,RS0179,RS Graha Sehat 1,Sulawesi Tengah,C,Swasta,0.5253871681415929,False,Kesenjangan Infrastruktur,Gap Konversi Investasi — indikator relatif,Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif,0.7610619469026548,0.06194690265486724,48.5,45.2,-7.164631119279171,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
116,Tier 3 — Monitoring,RS0197,RS Husada Mulia 2,Sulawesi Tenggara,B,Pemerintah Pusat,0.5206335616438356,False,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi; Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur,0.9178082191780822,0.0273972602739726,50.7,64.5,6.643218854215114,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
117,Tier 3 — Monitoring,RS0072,RSUD Sejahtera 7,Riau,B,Pemerintah Daerah,0.5176369863013699,False,Tidak ada bottleneck dominan,,Gap Konversi Investasi — indikator relatif,0.7123287671232876,0.12328767123287665,48.5,35.7,-6.102349874191432,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
118,Tier 3 — Monitoring,RS0012,RS Sentosa Medika 6,Jawa Barat,D,Pemerintah Pusat,0.5160472972972974,False,Tidak ada bottleneck dominan,Tekanan Kapasitas,Kesenjangan Infrastruktur; Tekanan Kapasitas,0.6891891891891893,0.013513513513513598,54.5,82.7,12.133726664997347,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
119,Tier 3 — Monitoring,RS0128,RSUD Karya Insani 2,Kalimantan Barat,D,Pemerintah Daerah,0.5135135135135136,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6351351351351351,0.054054054054053946,57.1,70.8,-2.8818990906725546,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
120,Tier 3 — Monitoring,RS0053,RS Husada Mulia 3,Sumatera Utara,C,TNI/POLRI,0.5125,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.584070796460177,0.03539823008849563,59.3,75.8,-2.1302688042078017,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
121,Tier 3 — Monitoring,RS0118,RSUD Sentosa Medika 5,Bangka Belitung,B,Pemerintah Daerah,0.5093321917808219,False,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.8082191780821918,0.2465753424657534,69.3,30.0,-9.982895538300994,"Audit portofolio proyek, utilisasi sistem, dan realisasi manfaat investasi."
122,Tier 3 — Monitoring,RS0078,RSUD Bunda Kasih 5,Kepulauan Riau,D,Pemerintah Daerah,0.5030405405405406,False,Tidak ada bottleneck dominan,,Gap Konversi Investasi — indikator relatif,0.6891891891891893,0.04054054054054057,46.3,13.3,-9.325682991379814,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
123,Tier 3 — Monitoring,RS0263,RS Sentosa Medika 4,Papua Barat,C,Swasta,0.5007743362831859,False,Tidak ada bottleneck dominan,,Gap Konversi Investasi — indikator relatif,0.7256637168141593,0.19469026548672563,54.2,40.9,-7.68024478389259,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
124,Tier 3 — Monitoring,RS0232,RS Citra Medika 3,Nusa Tenggara Timur,B,Swasta,0.49768835616438356,False,Tekanan Kapasitas,,Tekanan Kapasitas,0.7808219178082192,0.15068493150684925,68.4,65.6,5.506235442689125,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
