priority_rank,intervention_tier,id_rumah_sakit,nama_rumah_sakit,provinsi,kelas_rumah_sakit,kepemilikan,intervention_priority_score,double_inefficiency,root_cause_primary,root_cause_secondary,root_cause_multilabel,root_cause_strength,root_cause_confidence_gap,skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,digital_conversion_gap,recommended_intervention
199,Tier 3 — Monitoring,RS0037,RS Bunda Kasih 3,Banten,B,Swasta,0.3252568493150686,False,Tidak ada bottleneck dominan,,Kesenjangan Adopsi,0.6575342465753424,0.047945205479452024,91.2,58.1,6.61047576217787,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
200,Tier 3 — Monitoring,RS0244,RS Cahaya Medika 6,Maluku,B,TNI/POLRI,0.3243150684931507,False,Tidak ada bottleneck dominan,,Kesenjangan Kapabilitas IT,0.6506849315068493,0.006849315068493067,69.4,38.3,3.325417069504539,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
201,Tier 3 — Monitoring,RS0207,RSUD Sejahtera 4,Gorontalo,C,Pemerintah Daerah,0.32311946902654864,False,Kesenjangan Adopsi,Kesenjangan Infrastruktur,Kesenjangan Adopsi; Kesenjangan Infrastruktur,0.7610619469026548,0.08849557522123896,63.8,28.4,22.147727269299317,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
202,Tier 3 — Monitoring,RS0014,RSUD Medika Utama 2,Jawa Tengah,D,Pemerintah Daerah,0.32128378378378375,False,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur; Kesenjangan Adopsi,0.9054054054054054,0.10810810810810811,62.4,44.2,13.865968034675682,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
203,Tier 3 — Monitoring,RS0016,RSUD Karya Insani 4,Jawa Tengah,C,Pemerintah Daerah,0.31847345132743365,False,Tekanan Kapasitas,Kesenjangan Adopsi,Tekanan Kapasitas; Kesenjangan Adopsi,0.8672566371681416,0.12389380530973448,78.7,14.0,3.4327645689593282,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
204,Tier 3 — Monitoring,RS0218,RS Sentosa Medika 6,Sulawesi Barat,C,TNI/POLRI,0.31847345132743365,False,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.9734513274336283,0.5619469026548672,62.6,59.0,8.181316641426726,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
205,Tier 3 — Monitoring,RS0184,RS Bhakti Husada 6,Sulawesi Tengah,D,Swasta,0.31815878378378376,False,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.9527027027027027,0.4864864864864865,60.1,37.9,7.692493848841224,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
206,Tier 3 — Monitoring,RS0042,RS Citra Medika 8,Banten,C,Swasta,0.31570796460176986,False,Tekanan Kapasitas,,Tekanan Kapasitas,0.8716814159292036,0.23451327433628322,87.1,51.1,24.583222001963208,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
207,Tier 3 — Monitoring,RS0124,RS Permata Bunda 4,Aceh,D,Swasta,0.3143581081081081,False,Tidak ada bottleneck dominan,,Tekanan Kapasitas,0.6621621621621622,0.013513513513513487,67.2,54.3,9.03699837982792,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
208,Tier 3 — Monitoring,RS0079,RSUD Sejahtera 6,Kepulauan Riau,C,Pemerintah Daerah,0.31299778761061947,False,Tidak ada bottleneck dominan,,Kesenjangan Adopsi,0.6902654867256637,0.07079646017699104,71.6,40.1,8.044810614142229,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
209,Tier 3 — Monitoring,RS0038,RSUD Sentosa Medika 4,Banten,C,Pemerintah Daerah,0.3120575221238938,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.46902654867256643,0.23893805309734517,65.2,40.6,2.685027477068033,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
210,Tier 3 — Monitoring,RS0090,RSUD Medika Utama 2,Sumatera Selatan,A,Pemerintah Daerah,0.30703125,False,Tidak ada bottleneck dominan,,Kesenjangan Adopsi,0.6875,0.1875,64.7,34.9,6.934053418096084,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
211,Tier 3 — Monitoring,RS0022,RSUD Husada Mulia 10,Jawa Tengah,C,Pemerintah Daerah,0.29839601769911506,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6283185840707964,0.12831858407079644,71.9,62.1,2.132370173306498,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
212,Tier 3 — Monitoring,RS0039,RS Karya Insani 5,Banten,D,Swasta,0.29695945945945945,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.49324324324324326,0.20945945945945948,68.5,47.9,2.368776604174542,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
213,Tier 3 — Monitoring,RS0029,RS Husada Mulia 1,Jawa Timur,C,BUMN,0.2961836283185841,False,Tekanan Kapasitas,Kesenjangan Kapabilitas IT,Tekanan Kapasitas; Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur,0.7566371681415929,0.05752212389380529,72.4,14.0,7.928781120868564,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
214,Tier 3 — Monitoring,RS0083,RS Cahaya Medika 1,Jambi,C,Swasta,0.29524336283185837,False,Kesenjangan Infrastruktur,Kesenjangan Adopsi,Kesenjangan Infrastruktur; Kesenjangan Adopsi; Kesenjangan Kapabilitas IT,0.8761061946902655,0.20353982300884965,70.3,12.4,19.1515679835765,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
215,Tier 3 — Monitoring,RS0152,RS Harapan Bangsa 2,Kalimantan Timur,D,Pemerintah Pusat,0.29451013513513513,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5743243243243243,0.08783783783783783,68.8,46.3,18.343709865676118,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
216,Tier 3 — Monitoring,RS0047,RS Citra Medika 4,Bali,B,TNI/POLRI,0.29272260273972606,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.4863013698630137,0.0068493150684931225,86.0,32.8,6.403219676168618,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
217,Tier 3 — Monitoring,RS0015,RSUD Karya Insani 3,Jawa Tengah,D,Pemerintah Daerah,0.2875,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6486486486486487,0.0,71.8,51.5,16.06173945520422,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
218,Tier 3 — Monitoring,RS0033,RS Citra Medika 5,Jawa Timur,C,Swasta,0.2867809734513274,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6017699115044248,0.06194690265486735,74.6,86.6,10.371223387774975,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
219,Tier 3 — Monitoring,RS0041,RS Citra Medika 7,Banten,D,Swasta,0.28614864864864864,False,Tekanan Kapasitas,,Tekanan Kapasitas,0.7905405405405406,0.43918918918918926,85.6,37.7,21.772166455243756,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
220,Tier 3 — Monitoring,RS0010,RSUD Citra Medika 4,Jawa Barat,D,Pemerintah Daerah,0.28488175675675675,False,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.8108108108108107,0.4020270270270269,66.1,60.2,8.819537717290764,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
221,Tier 3 — Monitoring,RS0044,RS Husada Mulia 1,Bali,B,Swasta,0.28407534246575344,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5890410958904109,0.20547945205479445,96.5,32.6,16.46360569550417,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
222,Tier 3 — Monitoring,RS0021,RS Harapan Bangsa 9,Jawa Tengah,B,Swasta,0.28287671232876715,False,Tidak ada bottleneck dominan,,Tekanan Kapasitas,0.7397260273972603,0.12328767123287676,99.0,64.8,24.04517088151789,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
223,Tier 3 — Monitoring,RS0043,RS Permata Bunda 9,Banten,B,Swasta,0.2825342465753425,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5890410958904109,0.2739726027397259,86.6,59.6,2.9659707044246204,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
224,Tier 3 — Monitoring,RS0052,RSUD Permata Bunda 2,Sumatera Utara,C,Pemerintah Daerah,0.28064159292035395,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5088495575221239,0.12831858407079644,71.6,66.3,12.1351252707532,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
225,Tier 3 — Monitoring,RS0028,RS Sejahtera 6,DI Yogyakarta,C,TNI/POLRI,0.27643805309734515,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.3893805309734514,0.20353982300884965,69.1,46.1,1.0294868806030593,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
226,Tier 3 — Monitoring,RS0002,RS Graha Sehat 2,DKI Jakarta,D,TNI/POLRI,0.27635135135135136,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5608108108108107,0.060810810810810745,74.3,25.7,14.415431474380732,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
227,Tier 3 — Monitoring,RS0091,RSUD Husada Mulia 3,Sumatera Selatan,B,Pemerintah Daerah,0.27208904109589044,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.4383561643835616,0.0273972602739726,74.8,49.7,24.09711222967774,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
228,Tier 3 — Monitoring,RS0188,RSUD Husada Mulia 10,Sulawesi Tengah,C,Pemerintah Daerah,0.26980088495575216,False,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur,0.9469026548672567,0.0,61.6,5.0,31.904781263911495,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
229,Tier 3 — Monitoring,RS0018,RS Permata Bunda 6,Jawa Tengah,B,Swasta,0.2689212328767123,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6164383561643836,0.1095890410958904,88.3,51.0,12.536826145927208,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
230,Tier 3 — Monitoring,RS0145,RS Sentosa Medika 5,Kalimantan Selatan,C,Swasta,0.2679203539823009,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5442477876106194,0.17256637168141586,77.5,32.6,7.905804527475752,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
231,Tier 3 — Monitoring,RS0009,RS Karya Insani 3,Jawa Barat,B,TNI/POLRI,0.26746575342465756,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.4931506849315068,0.45205479452054786,99.0,63.4,20.695853685448498,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
232,Tier 3 — Monitoring,RS0096,RS Citra Medika 8,Sumatera Selatan,A,Swasta,0.2671875,False,Tekanan Kapasitas,,Tekanan Kapasitas,0.8125,0.3125,78.9,42.0,17.172036027434338,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
233,Tier 3 — Monitoring,RS0137,RSUD Harapan Bangsa 5,Kalimantan Tengah,C,Pemerintah Daerah,0.2664823008849558,False,Tidak ada bottleneck dominan,,Kesenjangan Kapabilitas IT,0.6548672566371682,0.07079646017699115,80.1,38.5,19.5717365931483,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
234,Tier 3 — Monitoring,RS0032,RSUD Citra Medika 4,Jawa Timur,B,Pemerintah Daerah,0.2658390410958904,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.15753424657534246,0.006849315068493095,82.6,42.5,4.503533685480946,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
235,Tier 3 — Monitoring,RS0248,RS Medika Utama 3,Maluku Utara,D,Pemerintah Pusat,0.2652027027027027,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5810810810810811,0.04054054054054057,68.4,37.3,7.879703668357429,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
236,Tier 3 — Monitoring,RS0174,RS Bhakti Husada 4,Sulawesi Utara,C,Swasta,0.25912610619469023,False,Tidak ada bottleneck dominan,,Tekanan Kapasitas,0.6769911504424778,0.2256637168141592,79.6,53.3,13.57397107699947,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
237,Tier 3 — Monitoring,RS0109,RSUD Bhakti Husada 3,Lampung,C,Pemerintah Daerah,0.25796460176991154,False,Kesenjangan Integrasi,,Kesenjangan Integrasi,1.0,0.35398230088495575,72.0,24.1,6.789434167929002,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
238,Tier 3 — Monitoring,RS0045,RSUD Citra Medika 2,Bali,D,Pemerintah Daerah,0.25743243243243247,False,Tidak ada bottleneck dominan,,Tekanan Kapasitas,0.7027027027027027,0.29729729729729737,84.4,37.0,19.332986895397298,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
239,Tier 3 — Monitoring,RS0092,RS Husada Mulia 4,Sumatera Selatan,B,Pemerintah Pusat,0.25702054794520546,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.3356164383561644,0.32191780821917804,77.4,22.3,6.373320770386016,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
240,Tier 3 — Monitoring,RS0005,RSUD Karya Insani 5,DKI Jakarta,C,Pemerintah Daerah,0.256637168141593,False,Kesenjangan Adopsi,,Kesenjangan Adopsi,0.7699115044247787,0.13716814159292035,73.8,35.1,10.996336766438432,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
241,Tier 3 — Monitoring,RS0154,RS Permata Bunda 4,Kalimantan Timur,D,Swasta,0.2558277027027027,False,Kesenjangan Infrastruktur,,Kesenjangan Infrastruktur,0.8648648648648649,0.3648648648648649,54.6,47.6,1.6488541153333927,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
242,Tier 3 — Monitoring,RS0013,RS Sejahtera 1,Jawa Tengah,B,Swasta,0.25530821917808216,False,Kesenjangan Infrastruktur,Kesenjangan Adopsi,Kesenjangan Infrastruktur; Kesenjangan Adopsi; Kesenjangan Kapabilitas IT,0.8356164383561644,0.09589041095890405,90.3,33.4,22.417956118878195,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
243,Tier 3 — Monitoring,RS0007,RSUD Cahaya Medika 1,Jawa Barat,C,Pemerintah Daerah,0.25359513274336287,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.44690265486725667,0.19026548672566373,63.3,40.0,14.425851741178207,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
244,Tier 3 — Monitoring,RS0061,RS Husada Mulia 2,Sumatera Barat,C,Pemerintah Pusat,0.25331858407079644,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.40707964601769914,0.09734513274336282,75.6,29.6,1.5029521830880839,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
245,Tier 3 — Monitoring,RS0075,RSUD Graha Sehat 2,Kepulauan Riau,B,Pemerintah Daerah,0.2526541095890411,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5068493150684932,0.273972602739726,76.1,10.9,7.97732389087659,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
246,Tier 3 — Monitoring,RS0185,RS Karya Insani 7,Sulawesi Tengah,C,Swasta,0.2501106194690266,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.31858407079646023,0.053097345132743445,76.7,81.0,5.054557516269725,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
247,Tier 3 — Monitoring,RS0003,RSUD Bhakti Husada 3,DKI Jakarta,D,Pemerintah Daerah,0.24687500000000004,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5810810810810811,0.22972972972972983,72.9,51.2,11.933253965642223,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
248,Tier 3 — Monitoring,RS0048,RS Bhakti Husada 5,Bali,C,TNI/POLRI,0.2463495575221239,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5309734513274336,0.08849557522123885,82.4,72.0,16.153875901053937,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
249,Tier 3 — Monitoring,RS0001,RS Bunda Kasih 1,DKI Jakarta,C,Swasta,0.24192477876106194,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.44247787610619466,0.3451327433628318,77.8,24.1,9.31223176813296,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
250,Tier 3 — Monitoring,RS0011,RSUD Karya Insani 5,Jawa Barat,D,Pemerintah Daerah,0.23809121621621623,False,Kesenjangan Integrasi,,Kesenjangan Integrasi,1.0,0.3783783783783784,75.4,21.6,16.583083034573797,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
251,Tier 3 — Monitoring,RS0158,RSUD Citra Medika 8,Kalimantan Timur,B,Pemerintah Daerah,0.23741438356164385,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.2465753424657534,0.0273972602739726,85.3,54.4,5.676002786904618,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
252,Tier 3 — Monitoring,RS0064,RS Citra Medika 5,Sumatera Barat,C,Pemerintah Pusat,0.2357300884955752,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5309734513274336,0.03539823008849552,68.8,46.8,5.248468006775312,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
253,Tier 3 — Monitoring,RS0062,RSUD Graha Sehat 3,Sumatera Barat,D,Pemerintah Daerah,0.234375,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5,0.013513513513513487,67.4,42.6,2.812884199460683,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
254,Tier 3 — Monitoring,RS0031,RSUD Medika Utama 3,Jawa Timur,D,Pemerintah Daerah,0.2341216216216216,False,Kesenjangan Infrastruktur,,Kesenjangan Infrastruktur,0.9324324324324325,0.47972972972972977,63.8,38.9,6.475988950291182,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
255,Tier 3 — Monitoring,RS0050,RS Sejahtera 7,Bali,B,Swasta,0.23236301369863016,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.4726027397260274,0.14383561643835618,89.2,23.2,9.973044327483336,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
256,Tier 3 — Monitoring,RS0111,RS Bunda Kasih 5,Lampung,B,Pemerintah Pusat,0.23159246575342468,False,Tidak ada bottleneck dominan,,Kesenjangan Kapabilitas IT,0.6986301369863014,0.2191780821917808,77.4,29.2,9.43742922221253,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
257,Tier 3 — Monitoring,RS0025,RSUD Permata Bunda 3,DI Yogyakarta,A,Pemerintah Daerah,0.2203125,False,Kesenjangan Infrastruktur,,Kesenjangan Infrastruktur,0.9375,0.3125,73.1,33.5,19.170437291983617,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
258,Tier 3 — Monitoring,RS0136,RS Sejahtera 4,Kalimantan Tengah,B,Pemerintah Pusat,0.21874999999999997,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.589041095890411,0.06849315068493145,92.7,47.6,30.593767664323146,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
259,Tier 3 — Monitoring,RS0023,RS Sentosa Medika 1,DI Yogyakarta,B,Swasta,0.21147260273972604,False,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur; Tekanan Kapasitas,0.863013698630137,0.1643835616438356,96.8,11.9,38.267749857304985,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
260,Tier 3 — Monitoring,RS0057,RS Bhakti Husada 7,Sumatera Utara,B,Swasta,0.2113013698630137,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.410958904109589,0.0,87.6,7.9,16.514630852586805,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
261,Tier 3 — Monitoring,RS0066,RSUD Citra Medika 1,Riau,C,Pemerintah Daerah,0.20962389380530974,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.504424778761062,0.22123893805309736,81.0,63.2,19.64614547450457,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
262,Tier 3 — Monitoring,RS0034,RS Graha Sehat 6,Jawa Timur,C,Swasta,0.2064712389380531,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5221238938053097,0.004424778761061843,73.6,20.0,0.25130261226338746,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
263,Tier 3 — Monitoring,RS0026,RSUD Graha Sehat 4,DI Yogyakarta,C,Pemerintah Daerah,0.20060840707964603,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.36283185840707965,0.026548672566371667,94.3,23.0,22.248891509174456,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
264,Tier 3 — Monitoring,RS0004,RSUD Harapan Bangsa 4,DKI Jakarta,C,Pemerintah Daerah,0.2004424778761062,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.3097345132743363,0.03539823008849563,66.7,17.7,0.39776595415389693,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
265,Tier 3 — Monitoring,RS0035,RS Harapan Bangsa 1,Banten,C,Swasta,0.1855641592920354,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5486725663716814,0.03539823008849552,68.2,34.1,10.752920334230858,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
266,Tier 3 — Monitoring,RS0040,RS Bhakti Husada 6,Banten,C,Swasta,0.1785398230088496,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.46017699115044247,0.40707964601769914,76.0,5.0,6.4931678473157035,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
267,Tier 3 — Monitoring,RS0036,RSUD Husada Mulia 2,Banten,D,Pemerintah Daerah,0.17407094594594594,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.16891891891891891,0.047297297297297314,72.8,5.0,14.724538528601002,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
268,Tier 3 — Monitoring,RS0046,RS Permata Bunda 3,Bali,B,TNI/POLRI,0.15898972602739728,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.452054794520548,0.06849315068493156,85.1,5.0,13.625233428552576,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
269,Tier 3 — Monitoring,RS0149,RS Bhakti Husada 9,Kalimantan Selatan,B,BUMN,0.15522260273972605,False,Tidak ada bottleneck dominan,,Kesenjangan Infrastruktur,0.6575342465753424,0.02739726027397249,87.2,16.4,12.879441524321692,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
270,Tier 3 — Monitoring,RS0108,RS Sentosa Medika 2,Lampung,C,Swasta,0.1441924778761062,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.47787610619469023,0.02654867256637161,84.2,19.4,16.028870042756765,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
271,Tier 3 — Monitoring,RS0106,RS Husada Mulia 8,Bengkulu,A,Swasta,0.13515625,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.25,0.0625,73.2,35.1,12.90866603720356,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
272,Tier 3 — Monitoring,RS0049,RS Karya Insani 6,Bali,D,Pemerintah Pusat,0.13243243243243244,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5,0.03378378378378377,75.4,5.5,24.475328862295576,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
273,Tier 3 — Monitoring,RS0008,RS Bhakti Husada 2,Jawa Barat,D,TNI/POLRI,0.12939189189189187,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.28378378378378377,0.05405405405405406,87.7,31.2,25.417411008816856,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
274,Tier 3 — Monitoring,RS0020,RSUD Sentosa Medika 8,Jawa Tengah,D,Pemerintah Daerah,0.12077702702702704,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.43243243243243246,0.2364864864864865,77.6,11.9,7.682489023675529,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
275,Tier 3 — Monitoring,RS0030,RS Cahaya Medika 2,Jawa Timur,D,Pemerintah Pusat,0.09425675675675677,False,Kesenjangan Infrastruktur,,Kesenjangan Infrastruktur,0.7702702702702703,0.43243243243243246,88.7,8.3,30.39080454718424,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
276,Tier 3 — Monitoring,RS0071,RSUD Bunda Kasih 6,Riau,C,Pemerintah Daerah,0.09131637168141594,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.3141592920353983,0.2079646017699115,85.6,5.0,12.378146051464554,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
